corridor,event_count,ema_risk,closure_prob,severity_input
non-corridor,2230,39.12117498007463,0.10797491039426524,29.43467068182153
non-corridor,2231,38.328308677674144,0.10792655620241827,31.192511956069787
non-corridor,2232,39.705329060183686,0.10832587287376902,52.098512502769566
non-corridor,2233,40.94727571245611,0.10827740492170022,52.12479558290796
orr west 1,124,49.610281635816904,0.031746031746031744,64.05009813813254
bannerghata road,147,42.63760628214535,0.026845637583892617,44.38270189090272
bannerghata road,148,42.68479201451737,0.02666666666666667,43.10946360586559
non-corridor,2234,42.269772577979495,0.10822898032200358,54.17224436768993
non-corridor,2235,43.458657842776915,0.10818059901654001,54.158625225953685
mysore road,540,58.03842344378998,0.09778597785977859,67.88015420717399
hosur road,243,46.64631440300629,0.053061224489795916,54.98741813047656
old madras road,184,46.55425652895607,0.026881720430107527,66.27774052966812
old madras road,185,48.52660492902727,0.026737967914438502,66.27774052966812
non-corridor,2236,42.56890330780722,0.10813226094727435,34.56111249307998
non-corridor,2237,43.17803813192166,0.10808396605627513,48.66025154895164
bellary road 1,450,55.80421471298631,0.06637168141592921,52.49031493412236
mysore road,541,58.67259652012838,0.09760589318600368,64.38015420717399
varthur road,52,45.082268592803565,0.1111111111111111,41.013865051453905
non-corridor,2238,42.26544179082176,0.10803571428571429,34.05207472092264
non-corridor,2239,43.73889761173959,0.10798750557786703,57.00000000000001
orr east 2,132,49.093899449786285,0.022388059701492536,46.369212017595366
non-corridor,2240,45.065007850565635,0.1079393398751115,57.00000000000001
non-corridor,2241,46.10850706550907,0.10789121711992866,55.50000000000001
non-corridor,2242,49.19765635895817,0.10828877005347594,77.0
tumkur road,347,47.998866795442225,0.03151862464183381,47.21641370626198
bellary road 2,319,45.91138789084104,0.03426791277258567,47.02626867197016
non-corridor,2243,49.97789072306236,0.10824053452115813,57.00000000000001
non-corridor,2244,48.795970911029286,0.10819234194122886,38.158692602731605
bellary road 1,451,55.21985124376097,0.06622516556291391,49.960580020732934
non-corridor,2245,49.61637381992636,0.1081441922563418,57.00000000000001
non-corridor,2246,48.239026060745886,0.10809608540925267,35.84289622812168
tumkur road,348,47.31515696921504,0.03142857142857143,41.161768533170374
old airport road,63,46.67075788482282,0.07692307692307693,48.80718503188445
old madras road,186,50.30171848909136,0.026595744680851064,66.27774052966812
old madras road,187,49.433610315961204,0.026455026455026454,41.6206367577898
old madras road,188,48.652312960144066,0.02631578947368421,41.6206367577898
orr east 2,133,48.69643070656719,0.022222222222222223,45.119212017595366
non-corridor,2247,46.56278061611442,0.10804802134281903,31.476571614431293
orr west 1,125,49.155475713217015,0.031496062992125984,45.062222409817956
non-corridor,2248,46.50650255450299,0.108,46.0
non-corridor,2249,47.0390191878172,0.10839626832518881,51.83166888764512
irr(thanisandra road),59,44.81419486333714,0.11475409836065574,60.701139792155544
bellary road 1,452,54.26717151874749,0.06607929515418502,45.693053993626116
non-corridor,2250,45.41940689184766,0.108348134991119,30.84289622812168
west of chord road,113,44.920678582183726,0.0782608695652174,41.328984059164256
orr north 2,170,44.358044405478324,0.05813953488372093,42.11437373614276
bellary road 1,453,52.712457173545744,0.06593406593406594,38.720028066730016
tumkur road,349,46.29099413270745,0.03133903133903134,37.07352860413919
non-corridor,2251,43.59324499892917,0.1083000443852641,27.157787962662805
non-corridor,2252,42.31821012184842,0.10825199645075421,30.84289622812168
tumkur road,350,46.3279256537263,0.03125,46.66030934289587
old madras road,189,48.06782393823889,0.02617801047120419,42.8074227410923
old madras road,190,47.532883018735085,0.026041666666666668,42.71841474320082
magadi road,172,44.18069591800421,0.05747126436781609,45.12412505866665
mysore road,542,57.127641911645114,0.0974264705882353,43.22305043529567
old madras road,191,48.85514756977455,0.031088082901554404,60.755528529129755
magadi road,173,44.67391344780781,0.05714285714285714,49.1128712160402
orr west 1,126,47.88463902882076,0.03125,36.447108869254436
orr west 1,127,47.67846665102495,0.031007751937984496,45.82291525086262
mysore road,543,55.77133403820344,0.09724770642201835,43.56456317722839
varthur road,53,44.625180698152974,0.10909090909090909,40.511389646297616
non-corridor,2253,41.583135088980015,0.1082039911308204,34.967459793164295
non-corridor,2254,40.50911120289419,0.10815602836879433,30.84289622812168
mysore road,544,54.51650567791267,0.09706959706959707,43.22305043529567
non-corridor,2255,39.54248970541694,0.10810810810810811,30.84289622812168
tumkur road,351,45.92290242957013,0.031161473087818695,42.27769341216459
non-corridor,2256,38.94863206097434,0.10806023029229407,33.603913260990936
non-corridor,2257,38.13805847768907,0.10801239486498451,30.84289622812168
non-corridor,2258,37.40854225273233,0.1079646017699115,30.84289622812168
non-corridor,2259,36.74399932213312,0.10791685095090668,30.76311294674023
non-corridor,2260,36.99590643835058,0.10786914235190097,39.2630704843077
non-corridor,2261,38.54631579451552,0.10782147591692444,52.5
mysore road,545,53.88716015365097,0.09689213893967093,48.22305043529567
bellary road 1,454,52.58009356020346,0.06578947368421052,51.38882104012291
non-corridor,2262,38.27597383787614,0.10777385159010601,35.84289622812168
bellary road 1,455,51.42488188822632,0.06564551422319474,41.02797684043201
non-corridor,2263,40.82177173688484,0.10816777041942605,63.73395282796317
bellary road 1,456,51.05642519281592,0.06550218340611354,47.74031493412235
west of chord road,114,45.061509129881784,0.07758620689655173,46.328984059164256
non-corridor,2264,41.316522090176456,0.10812003530450133,45.76927526980101
non-corridor,2265,40.27016587823587,0.10807234230260256,30.852959970770637
bellary road 1,457,50.22481416694657,0.06535947712418301,42.74031493412235
non-corridor,2266,40.00243891322445,0.10802469135802469,37.592896228121674
old madras road,192,48.131696488576075,0.030927835051546393,41.6206367577898
magadi road,174,43.50549401451701,0.056818181818181816,32.98971911489981
non-corridor,2267,38.997134223604974,0.10797708241516087,29.949392017029595
non-corridor,2268,38.6308081505326,0.10792951541850221,35.333873492881295
tumkur road,352,45.2519132357402,0.031073446327683617,39.213010491270836
non-corridor,2269,36.821256104589224,0.10788199031263761,20.535287691098798
cbd 2,83,46.114154235205305,0.09411764705882353,34.39740969259843
non-corridor,2270,36.22342011694248,0.10783450704225352,30.84289622812168
west of chord road,115,45.090750215651205,0.07692307692307693,45.35391998757595
non-corridor,2271,35.6853677280604,0.10778706555213374,30.84289622812168
orr north 2,171,44.07659328201017,0.057803468208092484,41.54353317079684
non-corridor,2272,34.539999730594495,0.1077396657871592,24.23168775340137
bannerghata road,149,42.006274097979144,0.026490066225165563,35.899612849135096
mysore road,546,52.60591869263024,0.09671532846715329,41.0747455434437
mysore road,547,51.667631866896784,0.0965391621129326,43.22305043529567
mysore road,548,50.87372142840243,0.09636363636363636,43.728527481953314
tumkur road,353,44.954491253382635,0.030985915492957747,42.27769341216459
old madras road,193,47.48059051549745,0.03076923076923077,41.6206367577898
mysore road,549,50.108654329091756,0.09618874773139746,43.22305043529567
bannerghata road,150,43.81334447141457,0.03289473684210526,60.07697783233332
bellary road 1,458,49.33076227619319,0.06521739130434782,41.28429525941272
non-corridor,2273,34.170289380347214,0.1076923076923077,30.84289622812168
non-corridor,2274,34.25443609820203,0.10764499121265378,35.01175655889539
mysore road,550,48.712861344113094,0.09601449275362318,36.15072447930518
mysore road,551,48.46388025323135,0.09584086799276673,46.22305043529567
mysore road,552,48.68838350465258,0.09566787003610108,50.708912767443614
non-corridor,2275,32.902278976614134,0.10759771629336846,20.732864882323064
non-corridor,2276,32.69634070176489,0.10755048287971905,30.84289622812168
west of chord road,116,45.47387642178606,0.07627118644067797,48.92201227699971
non-corridor,2277,33.21977466285387,0.1075032909170689,37.930680312654694
bellary road 1,459,49.47171754198611,0.0650759219088937,50.74031493412235
bellary road 1,460,48.576513887323465,0.06493506493506493,40.5196809953596
west of chord road,117,46.11490851913389,0.07563025210084033,51.88419739526435
bellary road 1,461,48.60749975833579,0.06479481641468683,48.886372597446694
orr east 1,168,49.5421020679729,0.09411764705882353,60.96589223483058
orr north 1,198,48.23817176068138,0.08,46.657512386351655
non-corridor,2278,33.482086819380655,0.1074561403508772,35.84289622812168
airport new south road,55,46.592012979621224,0.08771929824561403,45.983694082630564
non-corridor,2279,35.63630140514772,0.10784743533537922,55.024232677051266
non-corridor,2280,37.95696088744512,0.10823838737949168,58.84289622812169
non-corridor,2281,37.347378315583626,0.10819097678493211,31.861135168830206
mysore road,553,48.64185019771689,0.09549549549549549,48.22305043529567
non-corridor,2282,39.16264048402526,0.10814360770577934,55.50000000000001
cbd 2,84,45.8484046197033,0.09302325581395349,43.45665808018527
non-corridor,2283,38.27291439337687,0.10809628008752735,30.265379577541335
varthur road,54,46.099736667241295,0.125,59.37074038903618
non-corridor,2284,39.00491257685135,0.10804899387576553,45.592896228121674
mysore road,554,48.59997022147477,0.09532374100719425,48.22305043529567
bellary road 2,320,46.022875968953954,0.034161490683229816,47.02626867197016
varthur road,55,48.05685988285039,0.12280701754385964,65.67096882333222
non-corridor,2285,41.663710941978394,0.10843900306077832,65.59289622812169
old madras road,194,47.39459513972668,0.030612244897959183,46.6206367577898
old madras road,195,47.317199301532995,0.030456852791878174,46.6206367577898
orr north 1,199,47.03864254554681,0.07960199004975124,36.24287960933566
non-corridor,2286,41.08162947059273,0.10839160839160839,35.84289622812168
orr north 2,172,45.988997648076676,0.05747126436781609,63.20063694267516
non-corridor,2287,40.557756146345625,0.10834425513324596,35.84289622812168
orr east 1,169,49.24056901332066,0.0935672514619883,46.52677152145054
mysore road,555,48.56227824285686,0.09515260323159784,48.22305043529567
non-corridor,2288,40.086270154523234,0.10829694323144105,35.84289622812168
mysore road,556,48.52835546210075,0.09498207885304659,48.22305043529567
varthur road,56,48.00643567551629,0.1206896551724138,47.552617809509364
orr north 2,173,45.62805797878819,0.05714285714285714,42.379600955191854
non-corridor,2289,38.81428388342648,0.10824967263203841,27.36640744355564
non-corridor,2290,39.53285549508383,0.1082024432809773,46.0
orr east 1,170,48.46918926413365,0.09302325581395349,41.52677152145054
non-corridor,2291,38.89101114970633,0.10815525512429132,33.1144120413088
orr east 1,171,46.55522991364617,0.09248554913294797,29.329595759258925
orr east 2,134,48.338708837670005,0.022058823529411766,45.119212017595366
non-corridor,2292,38.213654223024875,0.10810810810810811,32.11744188289174
non-corridor,2293,39.47657842353456,0.1084967320261438,50.84289622812168
non-corridor,2294,38.87485617228638,0.10844947735191637,33.45935591105272
non-corridor,2295,38.071660177869916,0.10840226382237701,30.84289622812168
non-corridor,2296,37.249105853260836,0.10835509138381201,29.84611693177911
bellary road 2,321,46.59821523925558,0.034055727554179564,51.77626867197016
bellary road 1,462,49.53649165310228,0.06465517241379311,57.89741870600068
non-corridor,2297,38.12419526793475,0.10830795998260113,46.0
non-corridor,2298,39.77106536395344,0.10869565217391304,54.59289622812168
tumkur road,354,44.68681146926083,0.03089887640449438,42.27769341216459
old airport road,64,44.88058183020245,0.07575757575757576,28.7689973386191
tumkur road,355,43.486881193162475,0.03081232492997199,32.68750870827722
mysore road,557,47.99782495942024,0.09481216457960644,43.22305043529567
mysore road,558,47.97910617719184,0.09464285714285714,47.810637137136226
non-corridor,2299,39.8788850030484,0.10864841373315949,40.849261754903
orr north 2,174,45.21960549798906,0.056818181818181816,41.54353317079684
hosur road,244,46.40409822784942,0.052845528455284556,44.22415265143758
hosur road,245,46.26773132955584,0.05263157894736842,45.04042924491365
non-corridor,2300,39.350286125555726,0.10860121633362294,34.59289622812168
non-corridor,2301,38.49954713581232,0.10855405992184107,30.84289622812168
non-corridor,2302,39.23410346610059,0.10850694444444445,45.84511043869508
non-corridor,2303,38.3949827423027,0.10845986984815618,30.84289622812168
hosur road,246,46.31374932796087,0.05241935483870968,46.7279113136061
orr east 1,172,46.55238407442661,0.09195402298850575,46.52677152145054
non-corridor,2304,38.1397740908846,0.10841283607979185,35.84289622812168
non-corridor,2305,37.91008630460831,0.10836584308625921,35.84289622812168
non-corridor,2306,37.703367296959655,0.10831889081455806,35.84289622812168
non-corridor,2307,37.517320190075864,0.10827197921177999,35.84289622812168
non-corridor,2308,37.34987779388045,0.10822510822510822,35.84289622812168
non-corridor,2309,41.31489001449241,0.10861099091302466,77.0
non-corridor,2310,40.767690635855345,0.10856401384083045,35.84289622812168
non-corridor,2311,42.65021119508198,0.10894941634241245,59.59289622812168
orr north 2,175,45.55465973397902,0.05649717514124294,48.570147857888664
tumkur road,356,46.2409624150627,0.0335195530726257,71.02769341216461
tumkur road,357,46.585813226829856,0.033426183844011144,49.68947053273427
bellary road 2,322,46.64102058252704,0.033950617283950615,47.02626867197016
bellary road 1,463,50.331873981204296,0.06451612903225806,57.49031493412237
non-corridor,2312,41.96947969838595,0.10890233362143474,35.84289622812168
old airport road,65,45.18861462394439,0.07462686567164178,47.96090976762182
non-corridor,2313,41.01477029826586,0.10885529157667387,32.42238569718505
orr east 2,135,48.51675915566254,0.021897810218978103,50.11921201759537
non-corridor,2314,40.73189676368117,0.10880829015544041,38.18603495241893
orr north 2,176,45.653547077660804,0.056179775280898875,46.54353317079684
orr north 1,200,46.50868408852146,0.07920792079207921,41.73905797529333
hosur road,247,45.8551655265254,0.05220883534136546,41.7279113136061
mysore road,559,47.8768957255943,0.0944741532976827,46.95700166121649
non-corridor,2315,39.742996710125226,0.10876132930513595,30.84289622812168
orr east 2,136,48.17700444185582,0.021739130434782608,45.119212017595366
hosur road,248,45.44244010523347,0.052,41.7279113136061
mysore road,560,48.92722157375227,0.09430604982206406,58.380154207173995
mysore road,561,48.14714743993682,0.0941385435168739,41.12648023559778
orr east 1,173,45.07556993636381,0.09142857142857143,31.78424269379862
non-corridor,2316,38.852986661924874,0.10871440897325281,30.84289622812168
orr east 2,137,47.174658045354334,0.02158273381294964,38.15354047684095
non-corridor,2317,38.051977618544555,0.10866752910737387,30.84289622812168
non-corridor,2318,37.67451350038361,0.10862068965517241,34.27733643693511
bellary road 1,464,51.2840749873709,0.06652360515021459,59.85388404287032
bellary road 2,323,47.80397668009123,0.036923076923076927,58.270581558168935
magadi road,175,43.31265026001425,0.05649717514124294,41.577056469489435
old madras road,196,46.74754304715868,0.030303030303030304,41.6206367577898
old madras road,197,46.23485241822179,0.03015075376884422,41.6206367577898
hennur main road,80,45.19184033714476,0.036585365853658534,41.08091164883908
orr north 1,201,46.023379955156884,0.07881773399014778,41.65564275487568
old airport road,66,46.28651481089624,0.07352941176470588,56.16761649346296
non-corridor,2319,36.99135177315742,0.10857389056441188,30.84289622812168
orr east 1,174,44.539191687804234,0.09090909090909091,39.71178745076798
old madras road,198,45.77343085217859,0.03,41.6206367577898
bellary road 2,324,47.22620587927913,0.03680981595092025,42.02626867197016
non-corridor,2320,37.82240129431437,0.10895779500430663,45.301846984726865
non-corridor,2321,38.46771341880999,0.10934136891950065,44.275522539270575
magadi road,176,43.03558692311264,0.056179775280898875,40.54201689099813
orr east 1,175,44.23794967116886,0.0903954802259887,41.52677152145054
orr north 1,202,45.74955922982522,0.0784313725490196,43.285172701840274
non-corridor,2322,37.28076118432913,0.10929432013769363,26.59819107400131
orr north 1,203,45.64035454547787,0.07804878048780488,44.657512386351655
old madras road,199,47.35815144273972,0.03482587064676617,61.6206367577898
bellary road 1,465,50.49498864228934,0.06638115631691649,43.39321153655531
bannerghata road,151,43.20785625325556,0.032679738562091505,37.75846228982446
orr north 2,177,45.542545686974414,0.055865921787709494,44.54353317079685
airport new south road,56,46.19689004678618,0.08620689655172414,42.64078365127075
non-corridor,2323,36.63697468870839,0.109247311827957,30.84289622812168
bellary road 1,466,49.71952127147265,0.06623931623931624,42.74031493412235
mysore road,562,49.59135419778357,0.09397163120567376,62.58921501840435
non-corridor,2324,36.05756684264972,0.10920034393809114,30.84289622812168
bellary road 1,467,50.98731101492545,0.06609808102345416,62.39741870600067
non-corridor,2325,34.87246641586375,0.10915341641598625,24.206562574789945
non-corridor,2326,36.46950939708954,0.1095360824742268,50.84289622812168
non-corridor,2327,35.99592272082663,0.10948905109489052,31.733642634460363
non-corridor,2328,37.64633044874397,0.10944206008583691,52.5
non-corridor,2329,37.465987026681745,0.1093951093951094,35.84289622812168
non-corridor,2330,37.595571251271096,0.10934819897084049,38.76182927257521
mysore road,563,49.454523821534785,0.09380530973451327,48.22305043529567
orr east 1,176,43.52222021454656,0.0898876404494382,37.080655104945784
non-corridor,2331,37.278195282974416,0.1093013287612516,34.421811568304264
orr east 1,177,43.32267534523695,0.0893854748603352,41.52677152145054
mysore road,564,49.331376482910876,0.09363957597173145,48.22305043529567
mysore road,565,48.95979319528731,0.09347442680776014,45.61554360667523
bellary road 2,325,47.66468306791898,0.03669724770642202,51.61097776567763
non-corridor,2332,37.13466537748914,0.10925449871465295,35.84289622812168
non-corridor,2333,36.71650864005173,0.10920770877944326,32.953098003115024
non-corridor,2334,37.88055902446748,0.1091609589041096,48.357012484209264
orr east 2,138,46.86114697510183,0.02142857142857143,44.03954734282924
orr east 2,139,46.902181606616374,0.02127659574468085,47.27149329024724
orr east 1,178,43.64308496285831,0.08888888888888889,46.52677152145054
tumkur road,358,46.65500124536333,0.03333333333333333,47.27769341216459
tumkur road,359,46.71727046204346,0.0332409972299169,47.27769341216459
bellary road 2,326,47.6008416283241,0.036585365853658534,47.02626867197016
non-corridor,2335,38.69250312202073,0.10911424903722722,46.0
non-corridor,2336,37.907542432630834,0.10906757912745936,30.84289622812168
non-corridor,2337,40.10107781217992,0.10944848225737494,59.84289622812168
non-corridor,2338,38.68914900048708,0.1094017094017094,25.98178969525141
non-corridor,2339,37.904523723250534,0.10935497650576677,30.84289622812168
non-corridor,2340,36.505820123751306,0.10930828351836037,23.917487728258223
non-corridor,2341,35.138575907531916,0.10926163038839096,22.8333779615574
non-corridor,2342,33.83237844686413,0.10921501706484642,22.07660130085409
mysore road,566,48.38611891928815,0.09330985915492958,43.22305043529567
bellary road 2,327,46.893466216419824,0.0364741641337386,40.52708750928134
non-corridor,2343,33.421129822012205,0.1091684434968017,29.719892198344823
irr(thanisandra road),60,44.73562302195046,0.11290322580645161,44.02847644947033
orr west 1,128,47.04184222690425,0.03076923076923077,41.31222240981796
non-corridor,2344,33.163306462623154,0.10912190963341858,30.84289622812168
non-corridor,2345,31.961216040518394,0.10907541542394546,21.142402241575546
orr north 1,204,46.35355211977758,0.07766990291262135,52.772330288475
tumkur road,360,45.684899234789356,0.03314917127071823,36.39355818950239
tumkur road,361,45.323117606736844,0.03305785123966942,42.06708295426422
old madras road,200,48.30011035143256,0.034653465346534656,56.77774052966812
non-corridor,2346,31.902425048841703,0.10902896081771721,31.373306123751476
bellary road 1,468,49.9523308224789,0.06595744680851064,40.63750909045993
orr west 1,129,46.21252233646813,0.030534351145038167,38.74864332254306
old madras road,201,47.63216299206828,0.034482758620689655,41.6206367577898
mysore road,567,49.385522448076735,0.09314586994727592,58.380154207173995
mysore road,568,48.76927524679863,0.09298245614035087,43.22305043529567
bellary road 1,469,50.74683961083108,0.06581740976645435,57.89741870600068
orr north 1,205,47.358839862338,0.0821256038647343,56.40642954538176
mysore road,569,48.21465276564833,0.09281961471103327,43.22305043529567
non-corridor,2347,30.778422328803813,0.10898254576415496,20.662397848462806
hennur main road,81,45.08074746831419,0.03614457831325301,44.080911648839084
orr north 2,178,45.14264443535666,0.05555555555555555,41.54353317079684
magadi road,177,42.247713218744735,0.055865921787709494,35.15684987943358
non-corridor,2348,30.199669581641217,0.10893617021276596,24.990894857177864
non-corridor,2349,30.489373576827163,0.10888983411314335,33.09670953350069
magadi road,178,42.180647543819205,0.05555555555555555,41.577056469489435
west of chord road,118,45.63631607313693,0.075,41.328984059164256
non-corridor,2350,29.756442553979664,0.10884353741496598,23.160063348352164
non-corridor,2351,29.865087921393865,0.1087972800679983,30.84289622812168
non-corridor,2352,32.46286875206665,0.10917587085811385,55.84289622812169
bellary road 1,470,50.44618714316021,0.06567796610169492,47.74031493412235
non-corridor,2353,35.72599449986339,0.10955414012738854,65.09412623003405
bellary road 1,471,50.175599922256424,0.06553911205073996,47.74031493412235
magadi road,179,43.13974129922635,0.055248618784530384,51.77158509789066
non-corridor,2354,35.73768467268923,0.10950764006791172,35.84289622812168
tumkur road,362,45.518575187279616,0.03296703296703297,47.27769341216459
orr north 1,206,48.34237469166141,0.08173076923076923,57.194188155572114
bellary road 1,472,50.157071423443014,0.06540084388185655,49.99031493412235
bellary road 1,473,50.14039577451095,0.06526315789473684,49.99031493412235
bellary road 1,474,50.125387690472095,0.06512605042016807,49.99031493412235
orr north 1,207,48.848888461130436,0.08133971291866028,53.407512386351655
non-corridor,2355,37.74820582823248,0.10988544760288502,55.84289622812169
orr north 1,208,48.85475085365256,0.08095238095238096,48.907512386351655
west of chord road,119,45.78058287173966,0.0743801652892562,47.078984059164256
orr north 1,209,48.63502700692247,0.08056872037914692,46.657512386351655
non-corridor,2356,37.5576748682214,0.10983884648006785,35.84289622812168
orr east 2,140,47.22388464771427,0.02112676056338028,50.11921201759537
bannerghata road,152,43.60435555748035,0.032467532467532464,47.17284929550351
non-corridor,2357,38.17312537360365,0.10979228486646884,43.712179922043966
orr north 1,210,48.73727554486539,0.08018867924528301,49.657512386351655
non-corridor,2358,37.94010245905545,0.10974576271186441,35.84289622812168
non-corridor,2359,39.23038183596208,0.11012282930961458,50.84289622812168
magadi road,180,43.05847281625266,0.054945054945054944,42.327056469489435
orr west 1,130,45.948884940748556,0.030303030303030304,43.576148379272404
non-corridor,2360,39.36663327517804,0.1100762066045724,40.592896228121674
orr east 1,179,43.76660605309857,0.08839779005524862,44.87829586526093
non-corridor,2361,37.48603046091316,0.11002962336013541,20.560605132529293
orr west 1,131,45.485218687655504,0.03007518796992481,41.31222240981796
tumkur road,363,45.19448700976811,0.03287671232876712,42.27769341216459
non-corridor,2362,37.370950236298874,0.10998307952622674,36.33522821477032
non-corridor,2363,38.53385521266899,0.10993657505285412,49.0
tumkur road,364,44.43982518098228,0.03278688524590164,37.64786872190981
orr north 1,211,48.27887962731332,0.07981220657276995,44.15331636934469
mysore road,570,47.71549253261307,0.09265734265734266,43.22305043529567
tumkur road,365,44.22361200410052,0.0326975476839237,42.27769341216459
old madras road,202,47.03101036864044,0.03431372549019608,41.6206367577898
old madras road,203,46.48997300755538,0.03414634146341464,41.6206367577898
non-corridor,2364,37.839759314214255,0.10989010989010989,31.59289622812168
non-corridor,2365,36.062204024982314,0.10984368398817068,20.064206421894795
orr north 1,212,48.99707407360647,0.08411214953271028,55.460824090244756
non-corridor,2366,34.482474601206334,0.1097972972972973,20.2649097872225
old madras road,204,46.966036294457865,0.03398058252427184,51.25060587658024
orr north 1,213,47.856137745501634,0.08372093023255814,37.587710792558106
west of chord road,120,44.674754592618584,0.07377049180327869,34.72230008052889
mysore road,571,47.26624832288133,0.0924956369982548,43.22305043529567
irr(thanisandra road),61,44.74146432178314,0.1111111111111111,44.794036020277225
non-corridor,2367,34.54710682098577,0.10975094976783453,35.12879679900065
old madras road,205,46.431496340791064,0.033816425120772944,41.6206367577898
mysore road,572,46.86192853412277,0.09233449477351917,43.22305043529567
non-corridor,2368,34.17668576169936,0.10970464135021098,30.84289622812168
mysore road,573,46.33309434146925,0.09217391304347826,41.57358660758755
orr north 1,214,47.23627520958664,0.08333333333333333,41.657512386351655
hennur main road,82,45.45096166022628,0.03571428571428571,48.78288938743502
orr north 1,215,47.1111255019915,0.08294930875576037,45.9847781336353
magadi road,181,42.91033118157634,0.0546448087431694,41.577056469489435
non-corridor,2369,33.843306808341595,0.10965837199493884,30.84289622812168
orr north 2,179,45.157733308900674,0.055248618784530384,45.29353317079684
west of chord road,121,43.25115505433009,0.07317073170731707,30.438759209733647
west of chord road,122,42.152757360606216,0.07258064516129033,32.26717811709133
west of chord road,123,41.29639071299495,0.072,33.58909088449353
magadi road,182,42.56668320914313,0.05434782608695652,39.47385145724425
bellary road 1,475,49.446860925286416,0.0649895178197065,43.34012003861529
orr east 2,141,47.13841738470238,0.02097902097902098,46.369212017595366
magadi road,183,42.967720535177754,0.05405405405405406,46.57705646948943
non-corridor,2370,33.482285413539245,0.10961214165261383,30.233092860318077
orr north 1,216,46.92197904964945,0.08256880733944955,45.21966097857096
orr east 2,142,47.06149684799168,0.020833333333333332,46.369212017595366
cbd 2,85,45.1022793831472,0.09195402298850575,38.387152254142265
orr north 1,217,46.895532383319676,0.0821917808219178,46.657512386351655
bannerghata road,153,43.74166026173544,0.03225806451612903,44.977402600031176
varthur road,57,47.807178613110054,0.11864406779661017,46.0138650514539
orr north 2,180,44.692095029818866,0.054945054945054944,40.50135051808256
non-corridor,2371,34.914528650558786,0.10998735777496839,47.80471778373462
non-corridor,2372,38.32307578550291,0.11036225779275484,69.0
old madras road,206,46.678530043100494,0.03365384615384615,48.9018333638854
bellary road 2,328,46.85214600867282,0.03636363636363636,46.480264138949714
tumkur road,366,44.52902014490692,0.03260869565217391,47.27769341216459
tumkur road,367,44.80388747163269,0.032520325203252036,47.27769341216459
bellary road 2,329,46.869558275002554,0.03625377643504532,47.02626867197016
hosur road,249,48.771016224907555,0.055776892430278883,78.72820130197422
orr north 1,218,49.32549000234549,0.08636363636363636,71.19510857357783
orr north 1,219,48.24745480116093,0.08597285067873303,38.54513799049985
hosur road,250,48.56670573377741,0.05555555555555555,46.7279113136061
non-corridor,2373,38.07505782976479,0.11031578947368421,35.84289622812168
bellary road 1,476,49.27620632617001,0.06485355648535565,47.74031493412235
mysore road,574,47.848477567583274,0.09375,61.48692660260948
west of chord road,124,43.315360424799714,0.07142857142857142,61.48608783104258
orr north 2,181,44.877238843916665,0.0546448087431694,46.54353317079684
non-corridor,2374,38.58048925505594,0.11026936026936027,43.129372082676284
orr east 2,143,47.367268364952054,0.020689655172413793,50.11921201759537
non-corridor,2375,38.77942356741488,0.11022297013041649,40.56983237864532
magadi road,184,43.32865412860892,0.053763440860215055,46.57705646948943
non-corridor,2376,37.43533993140456,0.11017661900756939,25.338587207311704
non-corridor,2377,36.776095561076275,0.11013030685161833,30.84289622812168
tumkur road,368,44.55126806568588,0.032432432432432434,42.27769341216459
non-corridor,2378,36.18277562778081,0.11008403361344538,30.84289622812168
bellary road 2,330,45.77860998427802,0.03614457831325301,35.96007536775721
non-corridor,2379,36.089192043285166,0.11003779924401512,35.24693978282436
non-corridor,2380,36.08916892469166,0.10999160369437448,36.088960857350095
mysore road,575,47.372182008446806,0.09358752166377816,43.08552197621857
magadi road,185,42.88398219193813,0.053475935828877004,38.88193476190101
magadi road,186,42.40783353351913,0.05319148936170213,38.12249560774812
magadi road,187,42.087602383973525,0.05291005291005291,39.20552203806309
magadi road,188,44.28857048109429,0.05789473684210526,64.09728335518118
mysore road,576,47.08085367955485,0.09342560553633218,44.458898719527255
non-corridor,2381,36.105590078425486,0.10994544691565254,36.25338046202988
bellary road 1,477,47.83346296668081,0.06471816283924843,34.84877273127803
non-corridor,2382,37.39503107058294,0.1098993288590604,49.0
non-corridor,2383,36.73981758633681,0.10985324947589098,30.84289622812168
non-corridor,2384,36.150125450515304,0.10980720871751885,30.84289622812168
bannerghata road,154,43.50977916511225,0.03205128205128205,41.42284929550352
bannerghata road,155,43.30108617815137,0.03184713375796178,41.42284929550352
bannerghata road,156,43.11326248988659,0.03164556962025317,41.42284929550352
non-corridor,2385,35.15327600693484,0.10976120653540009,26.181631014710593
orr north 2,182,44.918868276604684,0.05434782608695652,45.29353317079684
bellary road 1,478,47.32414816342497,0.06458333333333334,42.74031493412235
magadi road,189,43.306516685530184,0.05759162303664921,34.468032525453225
non-corridor,2386,34.72223802905353,0.10971524288107203,30.84289622812168
non-corridor,2387,34.334303848960346,0.10966931770615321,30.84289622812168
mysore road,577,47.19507335512893,0.09326424870466321,48.22305043529567
bellary road 1,479,47.41389250972413,0.06444906444906445,48.22159162641651
non-corridor,2388,34.48516308687648,0.1096234309623431,35.84289622812168
non-corridor,2389,34.82046298504305,0.109577582601422,37.838162068542154
non-corridor,2390,34.422706309350914,0.10953177257525083,30.84289622812168
